idclient,Adhesion,status,segment,Genre,Naissance,Children,Profession,Habitat,C_sms,C_email,C_mail
1785742,09/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,Empl Ouv,maison,1,1,1
1785920,10/04/2010,Club,INACTIF,MADAME,31/12/1899,NON,Autres,maison,0,1,1
1786181,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1786209,10/04/2010,VIP,JARDIN,MONSIEUR,24/08/1962,,,maison,0,0,1
1786712,10/04/2010,VIP,JARDIN,MADAME,31/12/1899,,,maison,0,0,1
1786757,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1786956,10/04/2010,Club,INACTIF,MADAME,09/09/1956,OUI,Cadre et prof libs moyens,maison,0,1,1
1787337,10/04/2010,Club,NON JARDIN,MONSIEUR,22/12/1975,OUI,Empl Ouv,maison,1,1,1
1787635,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1802403,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1802412,25/04/2010,Club,JARDIN,MADAME,18/04/1957,OUI,Empl Ouv,maison,0,0,1
1803390,26/04/2010,Club,INACTIF,MADAME,14/06/1952,OUI,Entrepreneurs,maison,0,1,1
1803651,27/04/2010,Club,INACTIF,MONSIEUR,03/09/1937,,Retraités,maison,0,0,1
1804091,27/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1804175,27/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1804487,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,Appartement,0,0,1
1804515,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1804708,28/04/2010,VIP,JARDIN,MADAME,13/04/1963,OUI,Cadre et prof libs moyens,maison,0,1,1
1804825,28/04/2010,Club,BON-DIVERSITE,MONSIEUR,31/12/1899,,,maison,1,1,1
1805232,29/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,1,1,1
1805276,29/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,maison,0,0,1
1805378,29/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1805493,29/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1805813,30/04/2010,Club,INACTIF,MONSIEUR,11/12/1966,OUI,Empl Ouv,maison,0,0,1
1806155,30/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1807420,01/05/2010,Club,INACTIF,MADAME,31/12/1899,,Entrepreneurs,maison,0,0,1
1815649,13/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,0
1815779,13/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1815940,13/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1815950,13/05/2010,Club,NON JARDIN,MADAME,31/12/1899,,,maison,0,1,1
1816197,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1816388,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1816517,14/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1817375,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1817681,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1817856,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1817995,15/05/2010,Club,INACTIF,MONSIEUR,21/07/1977,OUI,Autres,maison,0,0,1
1818305,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1818611,16/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1819112,17/05/2010,Club,ANIMALERIE,MADAME,29/03/1960,OUI,Cadre et prof lib,maison,1,1,1
1808154,02/05/2010,Club,INACTIF,MADAME,03/10/1970,,Autres,maison,1,1,1
1808229,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1808440,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,1,1,1
1808867,03/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1809370,03/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Cadre et prof lib,Appartement,0,0,0
1810140,05/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,0,0
1810631,06/05/2010,Club,INACTIF,MONSIEUR,28/09/1982,NON,Etudiant,Appartement,0,0,1
1810693,06/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1810760,06/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,0,0
1810918,07/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,1,1
1810949,07/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof libs moyens,maison,0,0,1
1811489,08/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,1,1
1812015,08/05/2010,Club,INACTIF,MONSIEUR,23/12/1964,OUI,,maison,1,1,1
1812252,08/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,Appartement,0,0,1
1788716,11/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,1,0
1789051,12/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1789348,12/04/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1789786,13/04/2010,Club,INACTIF,MADAME,14/07/1971,OUI,Inactif,maison,0,1,1
1790018,13/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1790452,14/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1790806,14/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,0
1790909,14/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1791453,15/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1791540,15/04/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,1,1
1792760,17/04/2010,Club,INACTIF,MADAME,14/12/1954,,,maison,0,0,1
1792767,17/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,1,1,1
1793039,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1793399,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1793400,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,0,1
1793679,17/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,1,1
1793798,17/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1793949,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,maison,0,0,1
1812571,08/05/2010,Club,INACTIF,MADAME,18/11/1966,OUI,Autres,maison,0,0,1
1812907,09/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1812915,09/05/2010,Club,JARDIN,MADAME,21/01/1963,,,maison,0,0,1
1813143,09/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1813427,09/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1814078,10/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1814249,11/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Etudiant,maison,0,1,1
1814467,11/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,Appartement,0,1,1
1815030,12/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1815049,12/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1816048,13/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1816281,14/05/2010,VIP,BON-DIVERSITE,MONSIEUR,17/11/1937,OUI,Retraités,maison,0,0,1
1816416,14/05/2010,Club,INACTIF,MADAME,16/10/1961,,,,0,0,1
1816591,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1816953,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,0,0
1817364,15/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,1,1
1817515,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1817671,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1794036,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,Appartement,0,0,1
1794314,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1794849,18/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1794883,18/04/2010,Club,JARDIN,MONSIEUR,28/11/1962,NON,Entrepreneurs,maison,0,1,1
1795218,18/04/2010,Club,INACTIF,MADAME,28/06/1984,NON,Cadre et prof lib,maison,0,0,1
1795298,18/04/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Entrepreneurs,Appartement,0,0,1
1795334,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1795825,19/04/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1796365,20/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1796929,20/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1796984,20/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,0,0
1797067,20/04/2010,Club,INACTIF,MONSIEUR,10/02/1967,,,maison,1,1,1
1797538,21/04/2010,Club,INACTIF,MADAME,29/02/1948,NON,Autres,maison,0,0,1
1797934,21/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1798301,22/04/2010,VIP,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1799344,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1799385,23/04/2010,Club,INACTIF,MADAME,09/06/1949,OUI,Cadre et prof lib,maison,0,0,1
1799679,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1799945,24/04/2010,Club,INACTIF,MADAME,31/12/1899,,,,0,0,0
1799954,24/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1800240,24/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1800468,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1800488,24/04/2010,Club,INACTIF,MADAME,26/02/1974,,,maison,0,1,1
1801052,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1801057,24/04/2010,Club,INACTIF,MONSIEUR,22/01/1956,,,maison,1,1,1
1801489,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,1,1,1
1801543,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,0,1
1801926,25/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,,1,1,1
1803444,26/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,1
1803818,27/04/2010,Club,INACTIF,MADAME,11/08/1975,,Autres,Appartement,0,1,1
1803888,27/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1804518,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1804751,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1804770,28/04/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1805310,29/04/2010,Club,BON-DIVERSITE,MADAME,25/03/1947,,Autres,maison,0,0,1
1805348,29/04/2010,Club,INACTIF,MADAME,04/12/1980,OUI,Autres,Appartement,1,1,1
1806110,30/04/2010,VIP,JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1806389,30/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,1,1
1806726,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1807127,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,0,1
1807495,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,0,1
1807920,02/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1807940,02/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1807949,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,0
1808475,02/05/2010,Club,INACTIF,MONSIEUR,08/01/1986,NON,,maison,1,1,1
1808977,03/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1809005,03/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1809089,03/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,maison,0,1,1
1809094,03/05/2010,VIP,ANIMALERIE,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,1,1
1809176,03/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,1
1809388,03/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1809659,04/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,maison,0,0,1
1810172,05/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1810211,05/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1810326,05/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1810889,07/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1810970,07/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Retraités,Appartement,0,0,1
1811016,07/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1811376,07/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1811743,08/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1812404,08/05/2010,Club,INACTIF,MONSIEUR,20/10/1939,NON,Retraités,maison,0,1,1
1812542,08/05/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1813421,09/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1813534,09/05/2010,Club,INACTIF,MONSIEUR,19/02/1965,NON,,Appartement,0,0,1
1813915,10/05/2010,Club,INACTIF,MADAME,29/04/1967,,,maison,0,1,1
1814129,10/05/2010,Club,BON-DIVERSITE,MONSIEUR,31/12/1899,,,,0,0,0
1814180,10/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,0,1
1814226,10/05/2010,Club,INACTIF,MONSIEUR,09/10/1971,NON,Cadre et prof lib,maison,0,1,1
1815090,12/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1815279,12/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1815461,13/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,Appartement,0,0,1
1815871,13/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1815908,13/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,1,1,1
1816249,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Empl Ouv,maison,0,0,1
1816626,14/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,1,1,1
1816896,14/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1817344,15/05/2010,Club,INACTIF,MONSIEUR,01/10/1977,,,maison,1,1,1
1817527,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,maison,0,0,1
1817543,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Empl Ouv,maison,0,1,1
1817563,15/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1817783,15/05/2010,Club,NON JARDIN,MADAME,16/01/1975,,,,0,1,1
1818221,16/05/2010,Club,INACTIF,MADAME,21/10/1963,OUI,Empl Ouv,maison,0,0,1
1818421,16/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,Autres,maison,0,0,1
1818795,16/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,Appartement,0,0,1
1818959,17/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1819075,17/05/2010,VIP,JARDIN MAISON,MADAME,31/07/1979,,Empl Ouv,maison,1,1,1
1819152,17/05/2010,Club,INACTIF,MADAME,31/12/1899,,Retraités,maison,0,0,1
1819216,17/05/2010,Club,INACTIF,MONSIEUR,16/08/1941,OUI,Retraités,Appartement,0,1,1
1819333,17/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Retraités,maison,1,1,1
1819805,18/05/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1819846,18/05/2010,Club,INACTIF,MADAME,18/08/1948,,,maison,0,1,1
1819920,18/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1820423,19/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,Appartement,1,1,1
1820881,20/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,0,1
1821784,21/05/2010,VIP,JARDIN,MADAME,31/12/1899,,,maison,0,0,1
1822187,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,1,1,1
1822203,22/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1822349,22/05/2010,Club,INACTIF,MADAME,06/06/1949,,,maison,1,1,1
1822492,22/05/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,1,1,1
1822548,22/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,1,1
1822758,22/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1823258,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1823350,22/05/2010,Club,INACTIF,MONSIEUR,21/02/1956,,,Appartement,0,0,1
1823351,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1823463,22/05/2010,Club,INACTIF,MONSIEUR,02/05/1948,,,maison,1,1,1
1823505,22/05/2010,Club,INACTIF,MADAME,26/04/1988,,,maison,1,1,1
1823535,22/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,0
1823586,22/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1823800,23/05/2010,Club,INACTIF,MONSIEUR,28/11/1966,,,maison,0,0,0
1824255,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,1,1,1
1824293,23/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1824630,24/05/2010,Club,INACTIF,MADAME,02/07/1956,OUI,Empl Ouv,maison,1,0,0
1824639,24/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1825287,24/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1825477,25/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,maison,0,0,1
1825556,25/05/2010,Club,INACTIF,MADAME,25/03/1965,OUI,Empl Ouv,maison,0,0,1
1825590,25/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,1,1
1826364,26/05/2010,Club,INACTIF,MADAME,06/08/1965,OUI,Cadre et prof lib,maison,0,0,1
1826689,27/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1826932,27/05/2010,Club,JARDIN MAISON,MADAME,05/01/1974,OUI,Cadre et prof lib,maison,0,1,1
1827004,27/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1827167,28/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1827345,28/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1827395,28/05/2010,Club,INACTIF,MONSIEUR,23/10/1974,OUI,Empl Ouv,Appartement,1,1,1
1827412,28/05/2010,Club,INACTIF,MONSIEUR,12/02/1960,,,maison,0,0,1
1827647,28/05/2010,Club,INACTIF,MONSIEUR,02/09/1975,OUI,Cadre et prof lib,maison,1,1,1
1827706,28/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1828201,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1828552,29/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1829009,29/05/2010,Club,INACTIF,MADAME,14/07/1983,NON,Autres,Appartement,0,1,1
1829566,30/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1829613,30/05/2010,Club,INACTIF,MONSIEUR,27/04/1979,,,maison,0,1,1
1829918,31/05/2010,Club,INACTIF,MADAME,07/05/1968,OUI,Cadre et prof lib,maison,1,1,1
1829943,31/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1830564,01/06/2010,Club,INACTIF,MADAME,02/07/1969,OUI,Empl Ouv,maison,0,1,1
1830597,01/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1830899,02/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1831425,03/06/2010,Club,INACTIF,MADAME,05/01/1965,,,maison,0,0,1
1831797,04/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1831959,04/06/2010,Club,INACTIF,MONSIEUR,01/02/1960,OUI,Entrepreneurs,maison,0,1,1
1831973,04/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1832010,04/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1832355,05/06/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1832664,05/06/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,,,maison,0,0,1
1832683,05/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1832869,05/06/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,,Retraités,maison,0,1,1
1833319,06/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1833539,06/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1833746,06/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1833807,06/06/2010,VIP,JARDIN,MONSIEUR,31/12/1899,NON,Autres,Appartement,1,1,1
1834132,07/06/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1834536,08/06/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,0,1
1834696,09/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1834716,09/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Cadre et prof libs moyens,Appartement,0,1,1
1834803,09/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1835306,10/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,0,1
1835316,10/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1835375,10/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1835404,11/06/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,0,1
1835516,11/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1835652,11/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,maison,0,0,1
1836348,11/06/2010,Club,JARDIN MAISON,MONSIEUR,13/10/1963,,Cadre et prof lib,maison,0,0,1
1836438,12/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1836694,12/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1836925,12/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,0
1836985,12/06/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,,,maison,0,0,1
1837009,12/06/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1837180,12/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1837492,13/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1838286,15/06/2010,Club,INACTIF,MADAME,19/07/1955,OUI,Entrepreneurs,maison,1,1,1
1838319,15/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,maison,0,0,1
1839698,19/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,maison,1,1,1
1839729,19/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1840047,20/06/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1840781,23/06/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,1,1,1
1840914,23/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1841121,24/06/2010,Club,INACTIF,MADAME,12/07/1964,NON,Cadre et prof lib,Appartement,0,0,1
1841275,24/06/2010,Club,INACTIF,MADAME,06/03/1978,,Autres,maison,0,1,1
1842310,27/06/2010,Club,INACTIF,MONSIEUR,11/05/1975,OUI,Autres,maison,1,1,1
1842322,27/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1842711,28/06/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,1,1,1
1843066,30/06/2010,Club,JARDIN MAISON,MADAME,10/11/1951,NON,Cadre et prof lib,Appartement,1,1,1
1843109,30/06/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Inactif,Appartement,0,0,1
1843285,01/07/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
