idclient,Adhesion,status,segment,Genre,Naissance,Children,Profession,Habitat,C_sms,C_email,C_mail
1801817,25/04/2010,VIP,JARDIN MAISON,MADAME,31/12/1899,,,,0,0,1
1801935,25/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,1,1,1
1802197,25/04/2010,Club,INACTIF,MONSIEUR,25/12/1976,NON,Autres,Appartement,1,1,1
1803039,26/04/2010,Club,INACTIF,MADAME,31/12/1899,,Entrepreneurs,maison,0,1,1
1803331,26/04/2010,Club,JARDIN,MONSIEUR,20/12/1946,OUI,Retraités,maison,0,1,1
1803630,27/04/2010,Club,INACTIF,MONSIEUR,29/01/1966,,,maison,1,1,1
1803650,27/04/2010,Club,NON JARDIN,MONSIEUR,23/03/1961,OUI,Cadre et prof lib,maison,0,0,1
1804269,28/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,0,1
1795131,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1795304,18/04/2010,Club,INACTIF,MONSIEUR,01/11/1958,,,maison,0,1,1
1795434,18/04/2010,VIP,JARDIN,MADAME,03/01/1980,OUI,Cadre et prof lib,maison,0,1,1
1795465,19/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1795640,19/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1797319,21/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1798029,22/04/2010,Club,JARDIN,MADAME,31/12/1899,,,,0,0,1
1798118,22/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1798257,22/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1798779,22/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,1,1
1798858,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1799026,23/04/2010,Club,JARDIN MAISON,MADAME,31/12/1899,NON,Autres,maison,0,1,1
1799475,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1799821,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,0,1
1799939,24/04/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,,,maison,0,0,1
1800068,24/04/2010,Club,INACTIF,MONSIEUR,05/12/1943,,Autres,maison,0,1,1
1800143,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,Appartement,0,0,1
1796501,20/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,1,1
1797163,21/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1797968,21/04/2010,Club,JARDIN,MONSIEUR,10/10/1979,NON,Cadre et prof lib,Appartement,1,1,1
1798089,22/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,1,1,1
1798323,22/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,Appartement,0,0,1
1798885,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1798899,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,1,1
1798918,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,0
1799049,23/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1799108,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Entrepreneurs,maison,0,1,1
1799202,23/04/2010,Club,INACTIF,MONSIEUR,03/09/1945,,,maison,0,0,1
1799226,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1799629,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1799785,24/04/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1799806,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,1,1,1
1799827,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,Appartement,0,0,1
1785494,09/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,0,1
1785726,09/04/2010,Club,JARDIN MAISON,MADAME,18/06/1965,,,,1,1,1
1786168,10/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,1,1
1786471,10/04/2010,Club,INACTIF,MONSIEUR,30/07/1931,,Retraités,Appartement,0,0,1
1787122,10/04/2010,Club,JARDIN,MONSIEUR,14/01/1964,OUI,Retraités,maison,1,1,1
1787231,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,0,1
1787250,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,1,1
1787459,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1787812,11/04/2010,Club,INACTIF,MONSIEUR,23/04/1946,,,maison,1,1,1
1788261,11/04/2010,Club,INACTIF,MADAME,07/12/1968,OUI,Empl Ouv,maison,0,0,1
1788280,11/04/2010,Club,INACTIF,MADAME,31/12/1899,NON,Cadre et prof libs moyens,Appartement,0,1,1
1788836,11/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,1,1,1
1789192,12/04/2010,Club,INACTIF,MADAME,06/12/1956,NON,Empl Ouv,maison,1,1,1
1789322,12/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1789644,13/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1789700,13/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Inactif,maison,0,0,1
1790004,13/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1790827,14/04/2010,Club,JARDIN,MADAME,06/10/1981,OUI,Cadre et prof lib,maison,1,1,1
1790911,14/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1791375,15/04/2010,VIP,JARDIN,MONSIEUR,31/12/1899,OUI,Autres,maison,0,1,1
1791593,15/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,1,1
1791608,15/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1791783,16/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1792041,16/04/2010,VIP,JARDIN,MONSIEUR,31/12/1899,NON,Entrepreneurs,Appartement,0,0,1
1792493,16/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1793407,17/04/2010,Club,JARDIN MAISON,MADAME,29/05/1956,OUI,Cadre et prof libs moyens,Appartement,1,0,0
1793526,17/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1793749,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,0
1793892,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1793921,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1794242,17/04/2010,Club,INACTIF,MONSIEUR,14/04/1974,OUI,Empl Ouv,maison,1,1,1
1794441,18/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,0
1794792,18/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1794813,18/04/2010,VIP,ANIMALERIE,MADAME,31/12/1899,NON,Entrepreneurs,maison,0,1,1
1804677,28/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Retraités,maison,1,1,1
1804725,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,maison,0,0,1
1805032,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1805112,29/04/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1805352,29/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1805494,29/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1805544,29/04/2010,Club,JARDIN,MONSIEUR,15/09/1975,,,maison,1,1,1
1805732,29/04/2010,Club,INACTIF,MONSIEUR,11/07/1969,,Autres,maison,0,1,1
1806161,30/04/2010,Club,NON JARDIN,MADAME,23/04/1966,,Autres,maison,0,0,1
1806326,30/04/2010,Club,NON JARDIN,MADAME,18/07/1942,,Autres,maison,0,0,1
1806695,01/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,1,1,1
1807247,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,0,1
1807252,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Etudiant,maison,1,1,1
1807429,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1807661,01/05/2010,VIP,JARDIN,MADAME,21/04/1949,OUI,Retraités,maison,0,0,1
1777562,29/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,0,1
1778748,31/03/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,,,maison,0,0,1
1778837,31/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,1,1
1779517,02/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
1780066,02/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,1,1
1780813,03/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Retraités,Appartement,0,0,1
1780995,03/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1781103,03/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1781175,03/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1781404,03/04/2010,Club,BON-DIVERSITE,MADAME,13/03/1974,OUI,Cadre et prof lib,maison,0,1,1
1781459,03/04/2010,Club,INACTIF,MONSIEUR,25/03/1988,NON,,maison,1,1,1
1781881,04/04/2010,VIP,TOP-DIVERSITE,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,1,1
1781911,04/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1781976,04/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1782067,04/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,1,1,1
1782409,05/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,1,1
1782612,05/04/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Inactif,maison,0,0,1
1800301,24/04/2010,Club,INACTIF,MADAME,31/12/1899,,Autres,maison,0,0,1
1800432,24/04/2010,Club,INACTIF,MONSIEUR,23/04/1983,NON,Entrepreneurs,Appartement,0,1,1
1800464,24/04/2010,Club,INACTIF,MADAME,31/07/1972,OUI,,maison,1,1,1
1800949,24/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1801006,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1801166,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,Appartement,0,1,1
1801303,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1801461,24/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1801722,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1801793,25/04/2010,Club,INACTIF,MONSIEUR,02/02/1952,,Entrepreneurs,maison,0,0,1
1802529,25/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1802625,25/04/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1803024,26/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1803115,26/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1803526,26/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1803570,27/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1803877,27/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1804324,28/04/2010,Club,INACTIF,MONSIEUR,20/08/1967,OUI,Retraités,maison,0,0,1
1800000,24/04/2010,Club,INACTIF,MADAME,31/12/1899,,,,0,0,0
1800202,24/04/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,OUI,Entrepreneurs,Appartement,1,1,1
1800374,24/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Cadre et prof lib,maison,0,1,1
1800596,24/04/2010,Club,JARDIN,MADAME,31/12/1899,,Inactif,maison,0,0,1
1800620,24/04/2010,Club,INACTIF,MADAME,23/10/1937,OUI,Retraités,maison,0,0,1
1800782,24/04/2010,Club,NON JARDIN,MADAME,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1800943,24/04/2010,Club,INACTIF,MONSIEUR,08/11/1947,OUI,,maison,0,0,1
1800982,24/04/2010,Club,INACTIF,MONSIEUR,22/09/1969,,,,0,0,1
1801335,24/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1801656,25/04/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1801707,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,Appartement,0,1,1
1801779,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,0,0,1
1802078,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1802613,25/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1803551,27/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1790802,14/04/2010,Club,NON JARDIN,MADAME,31/12/1899,,,maison,0,1,1
1790819,14/04/2010,VIP,BON-DIVERSITE,MONSIEUR,31/12/1899,OUI,Retraités,maison,0,1,1
1790841,14/04/2010,Club,NON JARDIN,MADAME,31/12/1899,,,maison,0,0,1
1790953,14/04/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1791395,15/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1792084,16/04/2010,Club,INACTIF,MONSIEUR,20/02/1969,OUI,Empl Ouv,Appartement,0,0,1
1792303,16/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1793070,17/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,Appartement,0,0,1
1794370,18/04/2010,VIP,JARDIN MAISON,MONSIEUR,31/12/1899,,,maison,0,1,0
1794433,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1794551,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,Appartement,1,1,1
1794856,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,Appartement,1,1,1
1795036,18/04/2010,Club,INACTIF,MONSIEUR,28/08/1942,,,maison,0,0,1
1795671,19/04/2010,Club,INACTIF,MONSIEUR,16/01/1964,OUI,Entrepreneurs,maison,1,1,1
1795843,19/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1796116,19/04/2010,Club,INACTIF,MADAME,31/12/1899,,Empl Ouv,Appartement,0,0,1
1794893,18/04/2010,VIP,ANIMALERIE,MONSIEUR,31/12/1899,,Cadre et prof lib,maison,0,0,1
1795059,18/04/2010,Club,INACTIF,MONSIEUR,17/11/1973,,,maison,0,0,1
1795118,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1795171,18/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1795699,19/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1795862,19/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Empl Ouv,Appartement,0,1,1
1796082,19/04/2010,Club,INACTIF,MONSIEUR,19/02/1984,,Autres,maison,1,1,1
1796113,19/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1796656,20/04/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1796818,20/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Autres,maison,0,0,1
1796870,20/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1796996,20/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1797289,21/04/2010,Club,INACTIF,MADAME,31/12/1899,NON,Entrepreneurs,Appartement,1,1,1
1798718,22/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1799119,23/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,1,1,1
1799160,23/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Etudiant,Appartement,0,0,1
1799363,23/04/2010,Club,INACTIF,MONSIEUR,07/12/1961,,,maison,0,1,1
1784078,07/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,1,1,1
1784197,07/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1784770,08/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Cadre et prof lib,Appartement,1,1,1
1784909,08/04/2010,Club,INACTIF,MONSIEUR,04/07/1968,,,,0,0,1
1785069,09/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,0
1785114,09/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,0,0,1
1785176,09/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1785208,09/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1785348,09/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1785997,09/04/2010,Club,INACTIF,MONSIEUR,25/09/1971,OUI,Empl Ouv,maison,0,1,1
1786292,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,1,1,1
1786489,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,Appartement,0,0,1
1786543,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1786880,10/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1787167,10/04/2010,Club,NON JARDIN,MADAME,31/12/1899,,Autres,maison,0,0,1
1787173,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1787419,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,maison,0,0,0
1787566,10/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1807956,02/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,0,1
1807979,02/05/2010,Club,ANIMALERIE,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1808086,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,maison,0,1,1
1808243,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,Appartement,0,1,1
1808564,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Cadre et prof libs moyens,maison,0,1,1
1808567,02/05/2010,Club,INACTIF,MONSIEUR,28/08/1971,,,maison,1,0,0
1808785,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1809633,04/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,1,1,1
1809948,05/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,1,0,0
1810225,05/05/2010,Club,INACTIF,MADAME,26/08/1969,OUI,Entrepreneurs,maison,0,1,1
1810350,05/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,1,1
1810762,06/05/2010,Club,INACTIF,MONSIEUR,30/06/1931,,Autres,maison,0,0,1
1811307,07/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1811734,08/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Autres,maison,0,0,1
1811817,08/05/2010,Club,INACTIF,MONSIEUR,20/10/1971,OUI,Empl Ouv,maison,0,0,1
1803780,27/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Autres,Appartement,0,0,1
1804360,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1804433,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Inactif,maison,0,0,1
1804779,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1804995,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Cadre et prof lib,maison,0,1,1
1805382,29/04/2010,VIP,TOP-DIVERSITE,MADAME,31/12/1899,,Entrepreneurs,maison,0,1,1
1805550,29/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Entrepreneurs,maison,0,0,1
1806170,30/04/2010,Club,JARDIN,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,1,1,1
1806437,30/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1806887,01/05/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,1,1
1807199,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,maison,1,1,1
1808152,02/05/2010,Club,NON JARDIN,MADAME,06/02/1966,OUI,Empl Ouv,maison,1,1,1
1808183,02/05/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Empl Ouv,maison,0,1,1
1808185,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,1,1,1
1808340,02/05/2010,Club,INACTIF,MADAME,31/12/1899,NON,Entrepreneurs,maison,0,0,1
1772564,25/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Retraités,Appartement,1,1,1
1772858,25/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1773509,26/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,0,0
1773901,26/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1773955,26/03/2010,Club,INACTIF,MONSIEUR,10/10/1935,,Retraités,Appartement,0,0,1
1774162,26/03/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,1,1,1
1774332,26/03/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,,,0,1,1
1774485,26/03/2010,Club,JARDIN,MONSIEUR,31/12/1899,,,,1,1,1
1774561,26/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1774785,26/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1775918,27/03/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,,,0,0,1
1775968,27/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Etudiant,maison,0,1,1
1775982,27/03/2010,Club,INACTIF,MONSIEUR,17/09/1964,OUI,Entrepreneurs,maison,0,0,1
1776698,28/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,,Appartement,0,0,1
1776774,28/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,NON,Empl Ouv,maison,0,0,1
1777103,28/03/2010,Club,INACTIF,MADAME,31/12/1899,OUI,Entrepreneurs,maison,1,1,1
1804637,28/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Autres,Appartement,0,0,1
1804689,28/04/2010,Club,INACTIF,MADAME,18/02/1983,NON,Autres,Appartement,1,1,1
1805137,29/04/2010,Club,INACTIF,MADAME,12/12/1961,OUI,Empl Ouv,maison,0,1,1
1805479,29/04/2010,Club,INACTIF,MADAME,31/12/1899,,,Appartement,1,1,1
1805680,29/04/2010,VIP,JARDIN,MONSIEUR,31/12/1899,,Cadre et prof lib,maison,0,0,1
1805682,29/04/2010,VIP,TOP-DIVERSITE,MADAME,29/08/1956,NON,Cadre et prof lib,maison,1,1,1
1806012,30/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,1
1806212,30/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,0,0
1806473,30/04/2010,Club,NON JARDIN,MONSIEUR,31/12/1899,,,maison,0,0,1
1806783,01/05/2010,Club,JARDIN,MONSIEUR,31/12/1899,OUI,Cadre et prof libs moyens,maison,1,1,1
1807001,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1807112,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1807180,01/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,1,1
1808031,02/05/2010,Club,INACTIF,MONSIEUR,02/11/1949,,Cadre et prof lib,maison,1,1,1
1808105,02/05/2010,Club,INACTIF,MADAME,31/12/1899,,,,0,1,1
1808197,02/05/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1808199,02/05/2010,Club,INACTIF,MADAME,31/12/1899,,,maison,0,0,1
1787967,11/04/2010,Club,INACTIF,MADAME,28/08/1972,OUI,Cadre et prof lib,Appartement,0,1,0
1788340,11/04/2010,Club,BON-DIVERSITE,MONSIEUR,31/12/1899,NON,Cadre et prof lib,Appartement,0,1,1
1788592,11/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Entrepreneurs,maison,0,1,1
1788633,11/04/2010,Club,JARDIN MAISON,MONSIEUR,31/12/1899,OUI,Empl Ouv,maison,0,0,1
1788927,12/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1789059,12/04/2010,Club,INACTIF,MONSIEUR,23/04/1971,OUI,Entrepreneurs,maison,1,1,1
1789166,12/04/2010,Club,INACTIF,MADAME,12/02/1976,OUI,Empl Ouv,maison,0,0,1
1789282,12/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,,0,0,1
1789652,13/04/2010,Club,INACTIF,MONSIEUR,22/02/1968,OUI,Empl Ouv,maison,0,1,1
1789963,13/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,0
1790055,13/04/2010,Club,INACTIF,MADAME,07/01/1962,OUI,Empl Ouv,maison,0,1,1
1790126,13/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1790313,14/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,0,0,1
1790337,14/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,Retraités,maison,0,0,1
1790446,14/04/2010,Club,INACTIF,MADAME,15/12/1963,,Autres,Appartement,0,1,1
1790763,14/04/2010,Club,JARDIN MAISON,MADAME,31/12/1899,NON,Retraités,maison,1,1,1
1791007,14/04/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1768529,20/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,,,maison,1,1,1
1768894,20/03/2010,Club,INACTIF,MONSIEUR,31/12/1899,OUI,Autres,maison,0,0,1
